formula,frac_N,frac_O,frac_Ti,frac_V,frac_Zr,frac_Nb,frac_Hf,mendeleev_no,electrical_resistivity,velocity_of_sound,reflectivity,poissons_ratio,molar_volume,thermal_conductivity,boiling_point,melting_point,critical_temperature,superconduction_temperature,liquid_range,bulk_modulus,youngs_modulus,brinell_hardness,rigidity_modulus,vickers_hardness,density_of_solid,atomic_radius_calculated,van_der_waals_radius,coefficient_of_linear_thermal_expansion,enthalpy,entropy,delta,Tm,x_e,x_ch,potential_energy,deltaG,omega,VEC,YM(GPa),H(GPa)
Hf5.4 Zr16.87 Ti20.99 Nb3.83 V5.75 N46.13 O1.03,0.4613,0.0103,0.2099,0.0575,0.1687,0.0383,0.054,73.9764,0.471600193,2225.22993,4.45,0.652701,12.642269,13.60278915,2240.767728,1162.230405,60.33684,1.330154,1078.537323,45.3803,51.8851,416.5138,21.0522,538.1167,3443.1926,1.266697,1.8727,0.471603848,212.3224859,12.29477882,0.379899286,1162.230405,1.200700605,2.063346147,3.264046751,-3476.111161,0.067300294,4.5777,399.571112,32.86
Hf6.15 Zr16.58 Ti20.72 Nb4.26 V5.57 N46.72,0.4672,0,0.2072,0.0557,0.1658,0.0426,0.0615,73.752,0.467200193,2231.06092,4.342,0.65028,12.606354,13.82546778,2268.624392,1177.31666,59.49344,1.35392,1091.307732,46.344,52.1764,427.4756,21.1371,550.6202,3537.8154,1.275367,1.876398,0.467203869,-199.6091958,12.02620842,0.378109265,1177.31666,1.195043107,0.405618386,1.600661493,-3807.471722,0.07093188,4.5655,388.7272232,33.46
Hf6.43 Zr15.5 Ti18.31 Nb4.71 V5.21 N48.8 O1.05,0.487951205,0.01049895,0.183081692,0.052094791,0.154984502,0.04709529,0.064293571,75.31076892,0.498450335,2107.980752,4.125687431,0.671632837,12.71756924,13.24215991,2157.584522,1120.863914,63.70412959,1.39139626,1036.720608,44.20607939,48.90290971,409.0015998,19.83541646,526.0766923,3412.40496,1.235845415,1.858079192,0.498453774,219.2317257,12.23912865,0.389146654,1120.863914,1.229927615,2.057995061,3.287922676,-3452.506871,0.062574874,4.608139186,361.1387717,29.78
Hf7.41 Zr16.02 Ti19.42 Nb5.4 V5.46 N46.28,0.462846285,0,0.194219422,0.054605461,0.160216022,0.054005401,0.074107411,73.55675568,0.462846476,2227.29781,4.276327633,0.64869587,12.61486149,14.28328245,2310.599268,1200.533793,58.94835484,1.442171017,1110.065475,48.05680568,52.32743274,443.6871687,21.13751375,569.5391539,3701.811581,1.285514551,1.880521052,0.462850158,-199.1786105,12.28439174,0.377337534,1200.533793,1.192603991,0.405722107,1.598326098,-3884.496132,0.074043229,4.571457146,353.6286694,34.1
Hf8.14 Zr15.4 Ti18.16 Nb6.09 V5.43 N45.83 O0.95,0.4583,0.0095,0.1816,0.0543,0.154,0.0609,0.0814,73.827,0.467800187,2197.48313,4.258,0.652841,12.666945,14.3933904,2306.100688,1199.614315,59.83836,1.5013442,1106.486373,48.5928,51.6995,447.8962,20.8485,573.4342,3758.753,1.280811,1.878086,0.467803821,181.1865228,12.74208768,0.380027436,1199.614315,1.201105632,2.065791126,3.266896758,-3641.439781,0.08436384,4.5925,335.3139088,29.68
Hf8.96 Zr14.96 Ti17.63 Nb7 V5.41 N46.04,0.4604,0,0.1763,0.0541,0.1496,0.07,0.0896,73.4731,0.460400187,2211.94344,4.246,0.648849,12.619476,14.84919213,2350.839344,1224.71322,58.64208,1.5732848,1126.126124,50.415,52.3476,461.746,21.0451,590.631,3892.1171,1.293767,1.883616,0.460403863,-198.4229119,12.53328446,0.377142603,1224.71322,1.191987897,0.405338556,1.597326453,-3958.40825,0.077358401,4.5845,315.7185608,31.33
Hf9.86 Zr14.9 Ti16.83 Nb7.72 V5.18 N45.52,0.455154485,0,0.168283172,0.051794821,0.148985101,0.077192281,0.098590141,73.21577842,0.455154672,2216.245095,4.107689231,0.646179382,12.63407259,15.18223959,2390.451227,1244.789181,57.98534147,1.619688831,1145.662046,51.37006299,52.53194681,474.730127,21.10148985,606.1629837,4019.188381,1.304451555,1.888154185,0.455158361,-198.3206499,12.64868075,0.37598572,1244.789181,1.18833148,0.405799625,1.594131105,-3992.924876,0.079391334,4.584141586,327.3364084,28.97
Hf10.62 Zr14.17 Ti15.84 Nb8.14 V4.94 N45.05 O1.24,0.4505,0.0124,0.1584,0.0494,0.1417,0.0814,0.1062,73.6159,0.462900183,2176.6578,3.964,0.651898,12.706942,15.12546601,2371.31956,1235.902945,59.30724,1.6460006,1135.416615,51.4526,51.6267,477.4559,20.7096,607.4492,4049.9344,1.29546,1.883874,0.462903806,296.2942928,13.08146697,0.379874392,1235.902945,1.200621926,2.089744911,3.290366836,-3628.145799,0.054565423,4.6061,334.8136632,31.34
Hf11.23 Zr13.29 Ti14.67 Nb8.75 V4.78 N46.16 O1.11,0.461646165,0.01110111,0.146714671,0.04780478,0.132913291,0.087508751,0.112311231,74.1160116,0.472747452,2130.576068,3.868286829,0.659132913,12.72281128,15.08752692,2343.901086,1223.786639,60.50323032,1.694487849,1120.114447,51.62376238,50.59745975,477.2710271,20.25582558,606.0074007,4064.013901,1.284490449,1.878568857,0.472750997,244.6862334,12.97640104,0.383337533,1223.786639,1.211567446,2.078465683,3.290033129,-3648.234078,0.064900857,4.619161916,320.491057,27.73
Hf12.57 Zr12.57 Ti14.27 Nb9.88 V4.74 N45.96,0.459645965,0,0.142714271,0.04740474,0.125712571,0.098809881,0.125712571,73.48534853,0.459646143,2160.30159,3.844284428,0.651634163,12.65867187,15.73964543,2415.360392,1263.752855,58.54767477,1.779484548,1151.607537,54.49474947,51.81138114,500.5618562,20.64176418,633.8642864,4271.865387,1.305734573,1.887789779,0.45964977,-197.8752776,12.71920425,0.378429445,1263.752855,1.19605506,0.405082156,1.601137216,-4013.636554,0.081232638,4.605860586,326.1403963,31.95
Hf6.01 Zr16.79 Ti20.08 Nb3.72 V6.43 N46.97,0.4697,0,0.2008,0.0643,0.1679,0.0372,0.0601,73.8867,0.469700192,2229.58892,4.858,0.65195,12.595804,13.67583235,2253.595792,1169.936085,59.80644,1.3514518,1083.659707,45.9486,52.0039,423.3071,21.0843,542.1198,3510.2802,1.270931,1.87436,0.46970385,-199.353132,12.0126156,0.378813205,1169.936085,1.197267964,0.405243905,1.602511868,-3803.137811,0.070497977,4.5712,401.6211594,33.78
Hf6.54 Zr16.29 Ti19.09 Nb4.13 V6.15 N47.8,0.478,0,0.1909,0.0615,0.1629,0.0413,0.0654,74.2979,0.478000188,2189.8248,4.69,0.657947,12.625089,13.59974674,2231.69238,1159.0479,60.8456,1.3762252,1072.64448,45.6949,51.0093,423.2462,20.6752,540.9917,3521.6862,1.262209,1.870147,0.478003774,-199.8189342,12.02314383,0.381910623,1159.0479,1.207057588,0.405449871,1.612507458,-3806.762084,0.069740136,4.5808,359.5168549,30.9
Hf7.19 Zr15.58 Ti18.47 Nb4.77 V6.2 N46.35 O1.42,0.463592719,0.014202841,0.184736947,0.062012402,0.155831166,0.047709542,0.071914383,74.32406481,0.477795745,2181.40138,4.720744149,0.658530706,12.67312763,13.81341232,2242.628626,1166.982732,61.22336467,1.432132627,1075.645894,46.89787958,51.06021204,430.3521704,20.63362673,548.8778756,3592.65093,1.262666533,1.870197039,0.47779933,366.6114756,12.68260228,0.382900735,1166.982732,1.210186914,2.091510259,3.301697173,-3438.169209,0.040370744,4.601720344,353.3967975,27.9
Hf8 Zr15.09 Ti17.49 Nb4.98 V6.14 N46.92 O1.38,0.4692,0.0138,0.1749,0.0614,0.1509,0.0498,0.08,74.5828,0.483000182,2152.50062,4.684,0.662512,12.694472,13.76358624,2232.578472,1162.4016,61.86352,1.447459,1070.176872,46.9629,50.3608,435.0084,20.3365,551.4939,3638.0072,1.258052,1.867844,0.483003716,350.4673566,12.69828876,0.385009328,1162.4016,1.216851281,2.088347652,3.305198932,-3459.019271,0.04211665,4.608,356.5001735,29.68
Hf9.01 Zr15.17 Ti17.26 Nb6.05 V5.93 N46.58,0.4658,0,0.1726,0.0593,0.1517,0.0605,0.0901,73.7296,0.465800186,2198.56388,4.558,0.652088,12.629765,14.47593161,2321.829788,1208.82039,59.31816,1.5187548,1113.009398,49.2875,51.7737,457.5908,20.8554,580.5493,3846.1317,1.285727,1.880031,0.46580382,-198.9341998,12.46562805,0.379061934,1208.82039,1.19805409,0.405572311,1.603626401,-3938.622614,0.075747184,4.5856,333.7820207,29.91
Hf9.41 Zr14.29 Ti15.94 Nb6.49 V5.59 N46.99 O1.28,0.469946995,0.01280128,0.159415942,0.055905591,0.142914291,0.064906491,0.094109411,74.58505851,0.482748454,2127.968437,4.354335434,0.663820382,12.71805881,14.20919866,2264.401164,1180.25256,61.80364036,1.548013601,1084.148604,48.49244924,50.00480048,450.3847385,20.13051305,570.5856586,3799.913391,1.264151415,1.870027003,0.482751959,311.1636335,12.82575075,0.385776848,1180.25256,1.219277085,2.084259864,3.303536949,-3536.561591,0.048648439,4.616361636,307.2781096,27.59
Hf10.65 Zr14.15 Ti15.96 Nb7.56 V5.77 N45.9,0.459045905,0,0.159615962,0.057705771,0.141514151,0.075607561,0.106510651,73.4280428,0.459046089,2198.551255,4.462346235,0.649240924,12.62826883,15.09966594,2377.340174,1240.707721,58.47254725,1.633830383,1136.632453,51.96069607,52.23042304,479.6827683,20.93269327,606.5737574,4059.442644,1.299430943,1.885681568,0.459049749,-198.0477897,12.68274886,0.377365792,1240.707721,1.192693305,0.405231613,1.597924918,-4002.872449,0.079453472,4.592359236,331.321863,24.88
Hf11.41 Zr13.26 Ti14.46 Nb7.93 V5.3 N46.35 O1.29,0.4635,0.0129,0.1446,0.053,0.1326,0.0793,0.1141,74.2948,0.476400177,2122.32835,4.18,0.661303,12.730613,14.79281509,2321.86884,1212.480595,61.01164,1.6494558,1109.388245,51.027,50.2771,475.8188,20.142,599.2522,4037.6492,1.278376,1.875864,0.476403697,315.4915044,13.00722512,0.384650898,1212.480595,1.215718436,2.08891706,3.304635497,-3586.676031,0.049988693,4.6216,366.8698078,32.55
Hf12.47 Zr12.61 Ti14.01 Nb8.66 V5.19 N45.92 O1.14,0.4592,0.0114,0.1401,0.0519,0.1261,0.0866,0.1247,74.0228,0.470600177,2129.38162,4.114,0.658288,12.719712,15.14806415,2359.209592,1233.79808,60.24288,1.7008326,1125.411512,52.7507,50.7598,491.068,20.2674,616.6131,4171.9664,1.288559,1.880204,0.470603728,256.864613,13.05257194,0.382926637,1233.79808,1.210268779,2.081724492,3.291993271,-3658.90697,0.062695433,4.6205,315.2478131,32.1
Hf13.4 Zr12 Ti13.01 Nb9.2 V5.1 N47.3,0.472952705,0,0.130086991,0.050994901,0.119988001,0.091990801,0.133986601,74.13768623,0.472952878,2108.255974,4.059694031,0.660615938,12.69145485,15.2638912,2363.978882,1237.719978,60.21367863,1.741617838,1126.258904,53.43865613,50.35956404,499.1146885,20.06839316,624.2755724,4251.318568,1.289017098,1.880022998,0.472956398,-198.7383135,12.59174668,0.383366702,1237.719978,1.211659636,0.405211054,1.61687069,-3976.262319,0.078419989,4.615938406,316.33101,31.41
Hf6.49 Zr15.99 Ti19.05 Nb3.57 V6.94 N46.64 O1.31,0.466446645,0.01310131,0.190519052,0.069406941,0.159915992,0.03570357,0.064906491,74.40584058,0.479548142,2192.308521,5.164416442,0.658862886,12.64874987,13.45434074,2215.266951,1152.581958,61.41148115,1.366667867,1062.684992,45.9109911,51.14971497,421.0430043,20.70567057,534.6388639,3494.323332,1.256623662,1.867761776,0.479551731,323.4200286,12.49819502,0.382807571,1152.581958,1.209892462,2.082095394,3.291987856,-3426.038478,0.044540204,4.597759776,372.5957732,29.39
Hf7.27 Zr15.88 Ti18.05 Nb3.97 V7.03 N47.8,0.478,0,0.1805,0.0703,0.1588,0.0397,0.0727,74.322,0.478000186,2187.7218,5.218,0.658542,12.610951,13.63094674,2235.42378,1163.2409,60.8456,1.4032186,1072.18288,46.4858,51.0519,429.8936,20.6541,543.4638,3585.3373,1.262523,1.870067,0.478003767,-199.1759924,12.13390485,0.381997349,1163.2409,1.207331692,0.404865285,1.612196977,-3839.347447,0.070865239,4.588,393.24501,32.31
Hf7.81 Zr14.93 Ti17.08 Nb4.54 V6.49 N49.14,0.491449145,0,0.170817082,0.064906491,0.149314931,0.04540454,0.078107811,74.98979898,0.491449324,2127.612801,4.894389439,0.667954795,12.64663266,13.4653394,2192.723976,1142.575528,62.52943294,1.431342934,1050.148449,46.12631263,49.62756276,426.8134813,20.0540054,539.180418,3567.864086,1.246793679,1.862661266,0.491452803,-199.5090217,12.07251723,0.386519194,1142.575528,1.221623327,0.404714324,1.62633765,-3821.264191,0.069138541,4.601760176,328.8862843,27.23
Hf8.88 Zr14.8 Ti17.09 Nb5.2 V6.6 N45.93 O1.49,0.459345935,0.01490149,0.170917092,0.066006601,0.148014801,0.052005201,0.088808881,74.17021702,0.474247609,2177.30496,4.96039604,0.657349735,12.67794179,14.07386715,2275.195748,1186.165702,60.7989799,1.481754575,1089.030046,48.59405941,51.20212021,449.7635764,20.62186219,566.3238324,3765.553055,1.270675068,1.873393339,0.474251196,394.5037075,12.91174427,0.382463296,1186.165702,1.208804353,2.099661012,3.308465365,-3479.019573,0.038822115,4.607160716,337.852876,30.78
Hf9.81 Zr14.32 Ti16.62 Nb5.91 V6.58 N45.32 O1.44,0.4532,0.0144,0.1662,0.0658,0.1432,0.0591,0.0981,73.8579,0.467600184,2188.98452,4.948,0.653755,12.668317,14.44958891,2315.477132,1208.69218,59.95248,1.5359838,1106.784952,50.2588,51.7641,464.1368,20.7874,582.9816,3896.1422,1.281792,1.878173,0.467603809,375.4530943,13.05607894,0.380546199,1208.69218,1.202745223,2.099973903,3.302719126,-3541.370588,0.042031297,4.6069,323.3576249,28.82
Hf10.39 Zr13.76 Ti15.55 Nb6.26 V6.34 N46.82 O0.89,0.468153185,0.00889911,0.155484452,0.063393661,0.137586241,0.062593741,0.103889611,74.32076792,0.477052474,2145.143756,4.803619638,0.660518948,12.67819818,14.33219695,2288.609671,1195.452085,60.97968203,1.557789421,1093.157586,49.92970703,50.65923408,463.7275272,20.33346665,580.8180182,3903.60384,1.271946805,1.873406659,0.477056019,157.6600131,12.83078816,0.383688682,1195.452085,1.212677281,2.061432821,3.274110102,-3691.576435,0.097289047,4.611938806,360.5029446,28.89
Hf11.66 Zr13.31 Ti15.14 Nb6.96 V6.28 N45.61 O1.04,0.4561,0.0104,0.1514,0.0628,0.1331,0.0696,0.1166,73.8137,0.466500181,2167.57496,4.768,0.65442,12.676464,14.7911575,2347.208976,1227.123225,59.70116,1.6060958,1120.085751,51.9596,51.5209,484.2679,20.6148,604.0402,4081.5664,1.288782,1.880772,0.466503784,217.7972877,13.05082582,0.380776573,1227.123225,1.203473337,2.076213336,3.279686673,-3697.450457,0.073531547,4.6093,341.6052303,26.54
Hf12.53 Zr12.74 Ti14.05 Nb7.61 V5.89 N45.8 O1.37,0.458045805,0.01370137,0.140514051,0.058905891,0.127412741,0.076107611,0.125312531,74.07810781,0.471747352,2133.706921,4.534353435,0.658635864,12.71973497,14.85207949,2343.076228,1225.423402,60.45186519,1.64380178,1117.652825,52.20332033,50.74107411,489.9374937,20.2790279,609.8290829,4143.419942,1.284929493,1.878708871,0.471750899,347.5659156,13.11841093,0.383339054,1225.423402,1.211572254,2.096116188,3.307688442,-3587.957363,0.046251968,4.620462046,351.6766753,28.74
Hf13.61 Zr11.83 Ti12.67 Nb8.26 V5.54 N48.09,0.4809,0,0.1267,0.0554,0.1183,0.0826,0.1361,74.5228,0.480900172,2084.23924,4.324,0.665561,12.70271,14.82882165,2324.034824,1217.142645,61.20868,1.6843738,1106.892179,52.4132,49.6025,495.0479,19.7852,613.564,4199.6361,1.277364,1.87479,0.480903635,-199.1071605,12.50521944,0.386019251,1217.142645,1.22004322,0.405186374,1.625229593,-3950.672992,0.076444442,4.6189,355.8185998,33.65
Hf14.85 Zr11.76 Ti12.89 Nb8.77 V5.61 N44.68 O1.44,0.4468,0.0144,0.1289,0.0561,0.1176,0.0877,0.1485,73.5732,0.461200178,2142.14748,4.366,0.653214,12.732287,15.4429236,2415.875428,1265.18986,59.1512,1.717669,1150.685568,54.9778,51.3827,521.4216,20.4379,644.0418,4418.0021,1.304697,1.887123,0.461203766,375.6551028,13.26230607,0.38075311,1265.18986,1.203399181,2.104311003,3.307710184,-3603.036717,0.044666863,4.6194,331.8356944,32.53
Hf7.03 Zr15.21 Ti17.82 Nb3.57 V7.73 N47.52 O1.11,0.475247525,0.01110111,0.178217822,0.077307731,0.152115212,0.03570357,0.070307031,74.7709771,0.486348817,2166.322602,5.638463846,0.6639964,12.63125613,13.37360681,2190.859678,1143.331673,62.20612061,1.407145115,1047.528005,46.4150415,50.63166317,421.3142314,20.44714471,530.1360136,3508.252625,1.247615762,1.863409341,0.486352359,245.1879624,12.4790488,0.384673376,1143.331673,1.215789479,2.068038219,3.283827698,-3498.526679,0.058190833,4.610461046,373.5488514,35.41
Hf8.09 Zr15.61 Ti17.84 Nb4.06 V7.66 N46.75,0.467453255,0,0.178382162,0.076592341,0.156084392,0.04059594,0.080891911,73.82311769,0.467453443,2221.584842,5.595540446,0.652111789,12.57969603,13.95348018,2281.948405,1189.415333,59.52514749,1.433482852,1092.533072,48.29977002,52.14948505,445.1387861,21.03629637,558.4987501,3713.259074,1.276868313,1.876441356,0.467457095,-198.1846956,12.33163548,0.378610739,1189.415333,1.196628055,0.404416546,1.601044602,-3897.675341,0.074008925,4.584641536,349.9277348,32.07
Hf8.74 Zr14.51 Ti16.54 Nb4.38 V7.34 N48.49,0.4849,0,0.1654,0.0734,0.1451,0.0438,0.0874,74.6903,0.48490018,2148.10064,5.404,0.664178,12.619402,13.63942497,2221.713064,1160.093745,61.70948,1.4522682,1061.619319,47.628,50.3495,440.1383,20.287,549.6834,3677.8228,1.255584,1.866486,0.484903701,-198.7353612,12.22578072,0.384524879,1160.093745,1.215320144,0.404175009,1.619495154,-3866.469577,0.071366523,4.6021,387.6325057,31.92
Hf9.79 Zr14.39 Ti16.56 Nb5.12 V7.46 N46.69,0.466853315,0,0.165583442,0.074592541,0.143885611,0.051194881,0.097890211,73.81631837,0.466853499,2200.972743,5.475552445,0.653057694,12.5909729,14.29263076,2307.923192,1205.955449,59.450035,1.509739226,1101.967742,50.23077692,52.01749825,463.4871513,20.88871113,577.719628,3881.009899,1.28179982,1.878175182,0.466857137,-197.8391292,12.51832655,0.379025542,1205.955449,1.197939071,0.404243346,1.602182417,-3953.337095,0.07630717,4.592640736,343.6277198,34.09
Hf10.62 Zr13.52 Ti15.42 Nb5.61 V6.89 N46.36 O1.58,0.4636,0.0158,0.1542,0.0689,0.1352,0.0561,0.1062,74.4487,0.479400179,2140.89546,5.134,0.661939,12.695763,14.12229475,2272.084556,1187.92452,61.4696,1.5281306,1084.160036,49.8196,50.5535,463.8654,20.2819,576.3722,3891.024,1.266897,1.871201,0.479403712,429.8785537,13.01043121,0.384763609,1187.92452,1.216074667,2.105306903,3.32138157,-3473.250809,0.035952969,4.6202,364.1918803,31.23
Hf11.55 Zr13.12 Ti14.95 Nb6.19 V6.91 N45.93 O1.34,0.459345935,0.01340134,0.149514951,0.069106911,0.131213121,0.061906191,0.115511551,74.13121312,0.472747454,2153.345315,5.146414641,0.658275828,12.68052705,14.46146604,2311.487977,1209.700555,60.56855686,1.573188319,1101.787422,51.3380338,51.09470947,478.1457146,20.44724472,592.4033403,4018.90329,1.278122812,1.876035604,0.472751022,336.2394117,13.0700717,0.382771874,1209.700555,1.209779637,2.093279638,3.303059275,-3584.782097,0.047022664,4.617161716,337.4479697,29.67
Hf12.76 Zr13.05 Ti14.28 Nb6.66 V6.71 N46.55,0.465453455,0,0.142785721,0.067093291,0.130486951,0.066593341,0.127587241,73.75312469,0.465453635,2163.986401,5.02559744,0.654179582,12.64510149,14.76494737,2358.382042,1233.500125,59.27477252,1.596788121,1124.881917,52.39276072,51.43375662,495.5621438,20.56564344,611.3886611,4172.432357,1.292725727,1.882292771,0.465457229,-198.2879742,12.67105861,0.380192059,1233.500125,1.201625935,0.405131506,1.60675744,-3999.605557,0.078823501,4.599140086,343.0236303,33.8
Hf14.21 Zr12.56 Ti13.59 Nb7.53 V6.58 N45.53,0.4553,0,0.1359,0.0658,0.1256,0.0753,0.1421,73.2644,0.455300182,2181.60708,4.948,0.648535,12.644429,15.2646604,2419.888908,1266.584365,58.00356,1.6563098,1153.304543,54.4899,52.1732,517.7129,20.7967,636.5095,4369.4482,1.310068,1.889795,0.455303825,-197.631153,12.81346978,0.377288123,1266.584365,1.192447824,0.405211618,1.597659442,-4041.672087,0.082119343,4.5964,319.8907293,32.53
Hf15.06 Zr11.91 Ti12.76 Nb8.07 V6.31 N44.69 O1.19,0.446944694,0.01190119,0.127612761,0.063106311,0.119111911,0.080708071,0.150615062,73.45724572,0.458846063,2155.80167,4.786378638,0.651540154,12.70936394,15.33759349,2419.175182,1267.14818,58.78549855,1.689151715,1152.027002,55.00040004,51.66146615,524.329833,20.55585559,643.0492049,4433.081408,1.306963696,1.888181818,0.458849669,277.581531,13.23195761,0.379734277,1267.14818,1.200179083,2.089405159,3.289584242,-3692.005752,0.060403338,4.614561456,335.1686396,27.21
Hf16.53 Zr11.2 Ti12.12 Nb8.68 V6.08 N45.39,0.4539,0,0.1212,0.0608,0.112,0.0868,0.1653,73.2078,0.453900179,2155.65404,4.648,0.649141,12.673146,15.62802424,2456.192104,1287.871795,57.82828,1.7230784,1168.320309,56.5649,51.9189,543.1103,20.5977,662.8403,4591.4413,1.317872,1.892736,0.4539038,-197.6224706,12.79956248,0.377712534,1287.871795,1.193789209,0.405313754,1.599102963,-4037.491216,0.083412557,4.6015,293.6439735,27.72
Hf7.78 Zr14.99 Ti17.27 Nb3.56 V8.74 N46.02 O1.64,0.4602,0.0164,0.1727,0.0874,0.1499,0.0356,0.0778,74.3256,0.476600183,2199.93772,6.244,0.658194,12.613286,13.68062288,2233.314152,1167.77323,61.13608,1.4483374,1065.540922,48.2175,51.6966,434.9136,20.8167,542.1625,3629.4584,1.260096,1.868932,0.476603793,454.633461,12.82732355,0.38194792,1167.77323,1.207175467,2.106911479,3.314086946,-3393.563605,0.032948312,4.616,330.5678538,22.7
Hf8.64 Zr14.52 Ti16.59 Nb3.88 V8.47 N46.32 O1.59,0.463153685,0.01589841,0.165883412,0.084691531,0.145185481,0.03879612,0.086391361,74.44435556,0.479052276,2179.259844,6.081491851,0.660316968,12.63349265,13.70851623,2235.11622,1169.075172,61.42883712,1.461225077,1066.041048,48.52044796,51.24677532,442.2276772,20.61553845,548.9344066,3693.235276,1.259367063,1.868371163,0.479055853,434.6829795,12.86425825,0.383208268,1169.075172,1.211158895,2.103988636,3.315147531,-3424.594496,0.034598283,4.618438156,340.8401489,31.62
Hf9.67 Zr13.79 Ti15.85 Nb4.28 V8.05 N48.37,0.483651635,0,0.158484152,0.080491951,0.137886211,0.04279572,0.096690331,74.65353465,0.483651813,2148.448475,5.829517048,0.663923608,12.60076792,13.70062391,2229.580674,1167.241961,61.55318468,1.474049195,1062.338713,48.84471553,50.58244176,450.0044996,20.31726827,555.9388061,3758.062294,1.257315268,1.867080292,0.483655343,-198.0022367,12.30560025,0.384126541,1167.241961,1.214061165,0.403430133,1.617491298,-3889.682311,0.07254268,4.606939306,371.100612,32.55
Hf10.72 Zr14.18 Ti15.58 Nb4.98 V8.18 N46.35,0.463546355,0,0.155815582,0.081808181,0.141814181,0.04980498,0.107210721,73.6679668,0.463546539,2207.680368,5.908490849,0.651483148,12.58347435,14.39301151,2328.222582,1217.666242,59.0360036,1.528562456,1110.556341,51.09440944,52.24492449,474.4969497,20.95319532,585.4718472,3979.727873,1.287462746,1.880511051,0.463550186,-197.369642,12.61020323,0.378250402,1217.666242,1.195489181,0.404056935,1.599546117,-3980.430612,0.077798281,4.595159516,299.9360979,34.96
Hf11.58 Zr13.28 Ti15 Nb5.27 V7.76 N45.55 O1.56,0.4555,0.0156,0.15,0.0776,0.1328,0.0527,0.1158,74.0563,0.47110018,2168.3578,5.656,0.65689,12.668867,14.28138021,2307.0189,1207.843155,60.42476,1.5334454,1099.175745,51.2169,51.4002,478.5711,20.5773,587.9943,4008.2549,1.278042,1.876133,0.471103767,422.905687,13.12758456,0.382158804,1207.843155,1.207841985,2.107427658,3.315269643,-3515.369682,0.037493142,4.617,364.6963875,35.37
Hf12.86 Zr12.77 Ti14.21 Nb6.02 V7.63 N46.51,0.4651,0,0.1421,0.0763,0.1277,0.0602,0.1286,73.7552,0.46510018,2173.22136,5.578,0.653883,12.614918,14.64921353,2349.608536,1231.270755,59.23052,1.5851678,1118.337781,52.8118,51.7505,496.0573,20.6633,607.3316,4166.1375,1.290771,1.881462,0.465103789,-197.5495664,12.682699,0.379668923,1231.270755,1.199972525,0.404256333,1.604228858,-4002.359267,0.079047687,4.6016,362.5295141,34.39
